,distance_miles,hour,year,weekday,night,late_night,jfk,ewr,lgr,Suffolk,Rockland,Dutchess,Orange,Putnam,airport,county1,county2
11870,4.350574135270543,4,2011,4,0,1,0,0,0,0,0,0,0,0,0,1,0
10586,12.682531175033558,7,2014,4,0,0,1,0,0,0,0,0,0,0,1,1,0
11456,4.70196152121458,3,2014,3,0,1,0,0,0,0,0,0,0,0,0,1,0
13075,6.9586081722031015,16,2012,3,1,0,0,0,1,0,0,0,0,0,1,1,0
11228,12.479502997908932,16,2009,0,1,0,1,0,0,0,0,0,0,0,1,1,0
12608,12.867060345993444,16,2014,2,1,0,1,0,0,0,0,0,0,0,1,1,0
5804,4.047241917679673,2,2014,5,0,1,0,0,0,0,0,0,0,0,0,1,0
8390,12.628050907794435,7,2014,0,0,0,1,0,0,0,0,0,0,0,1,1,0
9519,5.731860065518117,12,2013,3,0,0,0,0,1,0,0,0,0,0,1,1,0
3738,1.7000262199911798,13,2010,0,0,0,0,0,1,0,0,0,0,0,1,1,0
14019,11.994103101525312,14,2015,6,0,0,1,0,0,0,0,0,0,0,1,1,0
6623,11.156069045695572,18,2012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4819,9.80221436777338,18,2014,4,1,0,1,0,1,0,0,0,0,0,1,1,0
9306,13.331510962390503,6,2010,6,0,1,1,0,0,0,0,0,0,0,1,1,0
6336,5.599902043327454,9,2010,3,0,0,0,0,1,0,0,0,0,0,1,1,0
7851,12.614548736505185,11,2013,3,0,0,1,0,0,0,0,0,0,0,1,1,0
14049,7.393701316672265,22,2010,6,0,1,0,0,1,0,0,0,0,0,1,1,0
13597,4.077106687383062,10,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
12199,4.797355667831092,1,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
8503,5.28125613473863,20,2014,6,0,1,0,0,1,0,0,0,0,0,1,1,0
11231,11.616957630723308,20,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1350,8.80831705057597,15,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
12187,3.8933762307536437,23,2012,3,0,1,0,0,0,0,0,0,0,0,0,1,0
1728,6.492583569938366,13,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
13405,5.976606656424469,17,2012,6,0,0,0,0,0,0,0,0,0,0,0,1,0
7940,1.3075762940659057,1,2010,3,0,1,0,0,0,0,0,0,0,0,0,1,0
6934,4.41074439900459,16,2010,3,1,0,0,0,1,0,0,0,0,0,1,1,0
4833,6.821820593690272,19,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
11859,0.05267514897020568,19,2015,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2696,1.3203616990915337,0,2013,4,0,1,1,0,0,0,0,0,0,0,1,1,0
4497,7.294458051523688,22,2012,3,0,1,0,0,0,0,0,0,0,0,0,1,0
12615,4.065467118493734,1,2012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8195,4.278061091590225,7,2011,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13919,5.9936696167558585,16,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
6612,1.928305924957558,15,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9946,5.835057026231079,11,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
3233,5.666406912847934,6,2009,3,0,1,0,0,1,0,0,0,0,0,1,1,0
6262,6.148635528336849,10,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3266,7.426712396061662,20,2010,6,0,1,1,0,0,0,0,0,0,0,1,1,0
6984,9.728194074304938,15,2010,3,0,0,0,0,0,0,0,0,0,0,0,1,0
5179,6.406137658117072,13,2009,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7315,12.453590408068653,22,2009,6,0,1,1,0,0,0,0,0,0,0,1,1,0
3217,10.636227256762101,1,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
8552,12.769556686715294,8,2009,6,0,0,0,0,0,0,0,0,0,0,0,1,0
5735,5.307189548992073,20,2009,2,1,1,0,0,1,0,0,0,0,0,1,1,0
13991,4.984843833202623,22,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9086,5.544699995086057,0,2009,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1368,10.835279279379884,19,2009,2,1,0,1,0,0,0,0,0,0,0,1,1,0
6550,3.263795787634015,5,2009,6,0,1,0,0,1,0,0,0,0,0,1,1,0
14800,12.50132262890924,13,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
6514,7.820320230675909,4,2011,5,0,1,0,0,0,0,0,0,0,0,0,1,0
10645,4.596244542564241,14,2009,5,0,0,0,0,1,0,0,0,0,0,1,1,0
3000,13.03900873235663,16,2012,0,1,0,1,0,0,0,0,0,0,0,1,1,0
4651,6.222234825800934,20,2009,0,1,1,0,0,1,0,0,0,0,0,1,1,0
7099,13.327588583417135,5,2012,6,0,1,1,0,0,0,0,0,0,0,1,1,0
12818,13.07838926578865,23,2015,3,0,1,1,0,0,0,0,0,0,0,1,1,0
14566,5.890508233619613,21,2012,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3126,7.610540833455557,15,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286,13.281677462744659,17,2013,4,1,0,1,0,0,0,0,0,0,0,1,1,0
2224,7.00314564825465,10,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
12614,9.87343457827532,7,2011,4,0,0,0,1,0,0,0,0,0,0,1,0,0
4012,4.319109187776911,15,2009,5,0,0,0,0,1,0,0,0,0,0,1,1,0
10527,6.33634962148366,6,2009,6,0,1,0,0,1,0,0,0,0,0,1,1,0
5133,2.1466028695004606,23,2013,3,0,1,0,0,1,0,0,0,0,0,1,1,0
12721,9.43514630613056,0,2014,4,0,1,1,0,0,0,0,0,0,0,1,1,0
13189,6.820678254373464,2,2011,5,0,1,0,0,0,0,0,0,0,0,0,1,0
6919,13.80397224678875,21,2014,6,0,1,1,0,0,0,0,0,0,0,1,1,0
4377,5.387911177000957,5,2013,1,0,1,0,0,1,0,0,0,0,0,1,1,0
10164,3.682552264635781,23,2009,5,0,1,0,0,0,0,0,0,0,0,0,1,0
4132,5.509917889753193,18,2010,0,1,0,0,0,1,0,0,0,0,0,1,1,0
14359,6.137196446209795,15,2011,4,0,0,0,0,1,0,0,0,0,0,1,1,0
10957,13.428443339674804,19,2015,1,1,0,1,0,0,0,0,0,0,0,1,1,0
1288,9.05356451194907,9,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2880,0.7912069128772595,0,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
9883,0.6964962091248728,18,2014,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4466,5.709218737525274,11,2011,4,0,0,0,0,1,0,0,0,0,0,1,1,0
5549,3.479166051181527,2,2013,6,0,1,0,0,0,0,0,0,0,0,0,1,0
10252,5.272206533788795,6,2015,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2849,1.7410244126488066,21,2012,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7908,0.06570080713133651,5,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1583,5.271329001893669,0,2009,4,0,1,0,0,0,0,0,0,0,0,0,1,0
2057,6.580484569184612,18,2011,4,1,0,0,0,1,0,0,0,0,0,1,1,0
14914,3.182742601263678,4,2013,5,0,1,0,0,0,0,0,0,0,0,0,1,0
1546,6.16676734067744,18,2010,2,1,0,0,0,0,0,0,0,0,0,0,1,0
489,7.68966650373941,23,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1432,5.282876140316666,22,2012,2,0,1,0,0,0,0,0,0,0,0,0,1,0
4666,2.068972756971434,14,2014,5,0,0,0,0,0,0,0,0,0,0,0,1,0
9057,5.701886380824219,15,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9703,6.067576540933633,14,2009,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9278,3.0687458021037983,23,2013,1,0,1,0,0,1,0,0,0,0,0,1,1,0
9729,8.495615823242616,23,2009,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4692,12.359750640794832,2,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5732,5.644234343315898,10,2014,6,0,0,0,0,1,0,0,0,0,0,1,1,0
13242,6.955301219307553,14,2009,2,0,0,0,0,1,0,0,0,0,0,1,1,0
7223,5.962211228989687,22,2013,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4565,9.518291992237621,3,2014,6,0,1,0,0,0,0,0,0,0,0,0,1,0
6294,7.406086538029428,22,2014,4,0,1,0,0,1,0,0,0,0,0,1,1,0
3404,5.60848210654839,2,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
6199,5.785472082875776,9,2013,1,0,0,0,0,1,0,0,0,0,0,1,1,0
8049,13.650401503282223,2,2015,0,0,1,1,0,0,0,0,0,0,0,1,1,0
14380,8.421414825291679,21,2014,6,0,1,0,0,1,0,0,0,0,0,1,1,0
5241,9.05516326255717,22,2015,2,0,1,0,0,0,0,0,0,0,0,0,1,0
13895,5.425591230269411,19,2014,0,1,0,0,0,1,0,0,0,0,0,1,1,0
2169,5.711703330168969,19,2010,1,1,0,0,0,1,0,0,0,0,0,1,1,0
9984,8.985363354355846,12,2011,5,0,0,0,0,1,0,0,0,0,0,1,1,0
5946,5.856549841614702,11,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13546,9.80883088614206,7,2013,4,0,0,1,0,1,0,0,0,0,0,1,1,0
13661,7.052393790533047,11,2014,5,0,0,0,0,0,0,0,0,0,0,0,1,0
14140,13.799687592423039,19,2011,1,1,0,1,0,0,0,0,0,0,0,1,1,0
1097,1.5127747611555444,20,2009,2,1,1,0,0,0,0,0,0,0,0,0,1,0
12085,4.994935394467154,14,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4064,8.745712268765807,18,2010,2,1,0,0,1,0,0,0,0,0,0,1,0,0
8179,8.580395290478142,13,2015,2,0,0,0,0,1,0,0,0,0,0,1,1,0
997,6.208272821697497,11,2011,3,0,0,0,0,1,0,0,0,0,0,1,1,0
8124,1.5913035714026167,20,2013,1,1,1,0,0,0,0,0,0,0,0,0,1,0
10499,13.61445553485133,15,2014,6,0,0,1,0,0,0,0,0,0,0,1,1,0
7782,1.1223627863686663,22,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11641,7.9196626438093425,17,2011,4,1,0,0,0,1,0,0,0,0,0,1,1,0
857,7.5998656177692485,2,2012,5,0,1,0,0,1,0,0,0,0,0,1,1,0
14490,11.119451524487932,10,2012,4,0,0,1,0,0,0,0,0,0,0,1,1,0
10983,12.874183147024008,20,2011,3,1,1,1,0,0,0,0,0,0,0,1,1,0
14099,14.724135974926101,12,2013,2,0,0,1,0,0,0,0,0,0,0,1,1,0
12448,5.396533564347126,20,2014,2,1,1,0,0,1,0,0,0,0,0,1,1,0
1722,4.770095943128472,22,2010,3,0,1,0,0,1,0,0,0,0,0,1,1,0
4471,10.510633640693964,19,2010,1,1,0,1,0,0,0,0,0,0,0,1,1,0
32,5.84293710734268,16,2009,4,1,0,0,0,1,0,0,0,0,0,1,1,0
11533,6.140774087796197,12,2012,3,0,0,0,0,1,0,0,0,0,0,1,1,0
6897,0.24414307344898487,15,2011,3,0,0,0,0,1,0,0,0,0,0,1,1,0
7707,12.33213714337047,15,2012,1,0,0,1,0,0,0,0,0,0,0,1,1,0
4160,4.533369712174746,16,2012,4,1,0,0,0,1,0,0,0,0,0,1,1,0
7499,12.916322315296265,10,2013,0,0,0,1,0,0,0,0,0,0,0,1,1,0
13468,4.918654063439631,3,2012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5316,4.960123982873089,12,2015,4,0,0,0,0,0,0,0,0,0,0,0,1,0
2264,11.846079039976514,14,2015,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5417,13.13881809521367,20,2009,5,0,1,1,0,0,0,0,0,0,0,1,1,0
14458,6.993558678961852,11,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
10720,2.428220550051464,19,2013,0,1,0,0,0,1,0,0,0,0,0,1,1,0
13188,5.873675345474434,12,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11981,11.723351475713914,2,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
7723,2.4416435430925114,22,2009,3,0,1,0,0,0,0,0,0,0,0,0,1,0
12182,5.970876618597894,23,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11382,11.791952209786025,1,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
6017,8.533467671066711,0,2009,6,0,1,0,0,0,0,0,0,0,0,0,1,0
582,12.515776850822931,8,2012,4,0,0,1,0,0,0,0,0,0,0,1,1,0
8088,13.684025758476375,17,2012,5,0,0,1,0,0,0,0,0,0,0,1,1,0
5538,13.09351375154464,13,2014,6,0,0,1,0,0,0,0,0,0,0,1,1,0
9184,11.1115957217493,2,2012,0,0,1,1,0,0,0,0,0,0,0,1,1,0
4253,6.10105176846397,23,2012,5,0,1,1,0,0,0,0,0,0,0,1,1,0
4802,10.123801337195536,21,2009,3,0,1,1,0,0,0,0,0,0,0,1,1,0
6676,6.216522160888673,16,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
4405,12.660881112717016,23,2012,0,0,1,1,0,0,0,0,0,0,0,1,1,0
5712,12.684132597398351,15,2013,3,0,0,1,0,0,0,0,0,0,0,1,1,0
12941,14.362478493062854,14,2011,6,0,0,1,0,0,0,0,0,0,0,1,1,0
1974,12.637464726319637,17,2012,5,0,0,1,0,0,0,0,0,0,0,1,1,0
499,5.838192640660327,11,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
7081,7.3252198116098235,9,2011,4,0,0,0,0,1,0,0,0,0,0,1,1,0
9643,5.976602737505936,14,2010,4,0,0,0,0,1,0,0,0,0,0,1,1,0
13581,3.4683967624946432,1,2010,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13535,12.670561895819809,20,2012,4,1,1,1,0,0,0,0,0,0,0,1,1,0
9158,7.704219899042318,7,2009,0,0,0,0,0,1,0,0,0,0,0,1,1,0
10519,6.574718875704341,10,2012,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5297,9.842373457872158,12,2012,5,0,0,0,1,0,0,0,0,0,0,1,0,0
1887,0.8430008623622306,16,2009,0,1,0,0,0,1,0,0,0,0,0,1,1,0
12119,7.579132501185592,7,2009,3,0,0,0,0,0,0,0,0,0,0,0,1,0
6693,6.461032581418448,1,2011,3,0,1,0,0,0,0,0,0,0,0,0,1,0
14848,8.754154935879638,6,2014,5,0,1,1,0,0,0,0,0,0,0,1,1,0
7468,11.124770820421217,21,2011,3,0,1,1,0,0,0,0,0,0,0,1,1,0
7258,1.5096505313212814,22,2010,5,0,1,0,0,1,0,0,0,0,0,1,1,0
2794,8.312903835664317,13,2015,6,0,0,1,0,0,0,0,0,0,0,1,1,0
11116,7.993794071169188,17,2010,6,0,0,0,0,1,0,0,0,0,0,1,1,0
5717,4.537887089014543,20,2012,3,1,1,0,0,1,0,0,0,0,0,1,1,0
1762,13.338872093606346,5,2011,0,0,1,1,0,0,0,0,0,0,0,1,1,0
4867,5.692713235049586,14,2012,2,0,0,0,0,1,0,0,0,0,0,1,1,0
2299,5.380893398444342,15,2010,5,0,0,0,0,1,0,0,0,0,0,1,1,0
6798,7.569023863010678,3,2010,5,0,1,0,0,0,0,0,0,0,0,0,1,0
8906,2.5616551043324622,1,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3719,3.6163750757093105,12,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
5294,4.059037485546688,14,2013,4,0,0,0,0,0,0,0,0,0,0,0,1,0
12288,6.585935153223345,22,2014,3,0,1,0,0,1,0,0,0,0,0,1,1,0
1666,0.7892814196977989,1,2011,4,0,1,0,0,0,0,0,0,0,0,0,1,0
1847,8.402846427385386,1,2010,6,0,1,0,0,0,0,0,0,0,0,0,1,0
11366,1.2655103754051167,17,2013,6,0,0,0,0,0,0,0,0,0,0,0,1,0
709,8.810460388727153,7,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9262,5.951679430960514,14,2009,6,0,0,1,0,0,0,0,0,0,0,1,1,0
7966,8.30668901181282,17,2010,2,1,0,0,0,1,0,0,0,0,0,1,1,0
9927,6.350104787539128,0,2013,3,0,1,0,0,0,0,0,0,0,0,0,1,0
3763,12.063091088308866,15,2010,3,0,0,1,0,0,0,0,0,0,0,1,1,0
10012,8.708332470059016,10,2014,3,0,0,0,0,1,0,0,0,0,0,1,1,0
6438,5.633549021758343,17,2013,4,1,0,0,0,1,0,0,0,0,0,1,1,0
4495,13.391462652087466,1,2012,5,0,1,1,0,0,0,0,0,0,0,1,1,0
3545,11.914198088866906,21,2011,4,0,1,1,0,0,0,0,0,0,0,1,1,0
2405,0.6907296864308393,8,2010,5,0,0,1,0,0,0,0,0,0,0,1,1,0
7900,13.434212266506217,12,2013,4,0,0,1,0,0,0,0,0,0,0,1,1,0
4103,5.44589686437941,10,2010,5,0,0,0,0,1,0,0,0,0,0,1,1,0
8718,5.712798813489243,11,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
676,12.249505213689835,19,2013,4,1,0,1,0,0,0,0,0,0,0,1,1,0
3300,8.213248235632252,0,2010,1,0,1,0,0,1,0,0,0,0,0,1,1,0
3204,4.855560519255773,0,2009,3,0,1,0,0,1,0,0,0,0,0,1,1,0
8353,12.263026467395552,18,2014,0,1,0,1,0,0,0,0,0,0,0,1,1,0
4343,3.2810841013523664,3,2010,4,0,1,0,0,0,0,0,0,0,0,0,1,0
9077,6.284753298716614,10,2014,2,0,0,0,0,1,0,0,0,0,0,1,1,0
5989,6.427315061737025,14,2010,3,0,0,0,0,0,0,0,0,0,0,0,1,0
8546,4.607964164909596,16,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0
10277,3.0315247490796104,6,2011,3,0,1,0,0,0,0,0,0,0,0,0,1,0
8317,3.7352430830069934,1,2011,4,0,1,0,0,0,0,0,0,0,0,0,1,0
13161,4.365481888802505,0,2010,4,0,1,0,0,0,0,0,0,0,0,0,1,0
6091,12.136604063913753,5,2013,4,0,1,1,0,0,0,0,0,0,0,1,1,0
2157,5.453476619846191,0,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2191,6.09903111052076,14,2013,2,0,0,0,0,1,0,0,0,0,0,1,1,0
1904,5.479272618535346,15,2013,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2754,7.509366226539858,8,2013,6,0,0,0,0,1,0,0,0,0,0,1,1,0
6360,6.416186754010011,12,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2476,0.7272048339318755,23,2010,5,0,1,0,0,0,0,0,0,0,0,0,1,0
12986,11.766839919032888,22,2009,3,0,1,0,0,0,0,0,0,0,0,0,1,0
4331,8.882331030925101,1,2011,2,0,1,0,0,0,0,0,0,0,0,0,1,0
8259,14.568519009666455,16,2015,6,0,0,1,0,0,0,0,0,0,0,1,1,0
12858,5.673988647623108,6,2012,0,0,1,0,0,1,0,0,0,0,0,1,1,0
9377,10.997739008477934,9,2012,3,0,0,0,0,0,0,0,0,0,0,0,1,0
14519,12.185992652562552,14,2011,4,0,0,0,1,0,0,0,0,0,0,1,0,0
13679,8.848650368478225,15,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
9029,12.990323322095238,16,2014,2,1,0,1,0,0,0,0,0,0,0,1,1,0
10337,7.814201278009082,15,2009,2,0,0,0,0,1,0,0,0,0,0,1,1,0
13820,7.646872163843506,18,2010,2,1,0,0,0,1,0,0,0,0,0,1,1,0
1176,5.659428643195925,8,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11381,7.904433761124879,19,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
7380,8.86014605568169,9,2014,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1051,9.633404713578617,2,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
13644,0.5918151917421538,16,2011,2,1,0,0,0,0,0,0,0,0,0,0,1,0
3216,14.405926766284068,17,2010,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8618,5.975567595607626,11,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2173,9.365362204996767,3,2009,5,0,1,0,0,0,0,0,0,0,0,0,1,0
13809,7.01650036986279,22,2012,5,0,1,0,0,1,0,0,0,0,0,1,1,0
3190,6.011680910365113,19,2009,4,1,0,0,0,1,0,0,0,0,0,1,1,0
9141,11.854224981283023,7,2014,2,0,0,1,0,0,0,0,0,0,0,1,1,0
14401,2.5525878345805384,4,2014,2,0,1,0,0,0,0,0,0,0,0,0,1,0
13654,4.970540279931965,0,2009,4,0,1,0,0,1,0,0,0,0,0,1,1,0
11812,5.896302560218912,13,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
10224,1.0517540954180973,0,2010,4,0,1,0,0,1,0,0,0,0,0,1,1,0
9431,10.884379880983747,14,2014,4,0,0,0,1,0,0,0,0,0,0,1,0,0
1388,4.791413571599662,8,2014,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4004,10.159745362259049,23,2012,3,0,1,0,0,0,0,0,0,0,0,0,1,0
9700,3.3579213437160345,19,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
5795,9.23594071067673,12,2013,5,0,0,1,0,0,0,0,0,0,0,1,1,0
11356,4.085832539924874,23,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
14511,5.921214801423461,1,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
726,5.848381706171011,6,2009,3,0,1,0,0,1,0,0,0,0,0,1,1,0
9427,5.523794840173869,22,2011,2,0,1,0,0,1,0,0,0,0,0,1,1,0
5076,5.85448404750533,17,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
1163,6.099067086403896,11,2010,5,0,0,0,0,1,0,0,0,0,0,1,1,0
14961,11.544191222217606,21,2012,3,0,1,0,0,0,0,0,0,0,0,0,1,0
8360,11.083271107930738,14,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
3471,7.7082857248484205,10,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
10019,12.511449634115209,17,2012,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6351,6.815141412976747,23,2010,4,0,1,0,0,0,0,0,0,0,0,0,1,0
13514,8.12654803903597,1,2009,6,0,1,0,0,0,0,0,0,0,0,0,1,0
6185,3.9634683263227988,1,2010,4,0,1,0,0,0,0,0,0,0,0,0,1,0
8391,12.175292278905701,17,2009,1,1,0,1,0,0,0,0,0,0,0,1,1,0
3730,5.966328194818323,9,2009,6,0,0,0,0,1,0,0,0,0,0,1,1,0
622,13.861273319012456,9,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
10023,8.282511217492406,8,2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12842,3.5116058648346296,4,2010,5,0,1,0,0,1,0,0,0,0,0,1,1,0
1557,8.380635055120255,19,2011,4,1,0,0,0,1,0,0,0,0,0,1,1,0
320,4.81496437760782,22,2012,5,0,1,1,0,0,0,0,0,0,0,1,1,0
2834,9.639333146231923,7,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7922,5.764806176691166,23,2010,1,0,1,0,0,1,0,0,0,0,0,1,1,0
10652,6.222414317788144,7,2012,2,0,0,0,0,1,0,0,0,0,0,1,1,0
2243,11.001136603406165,21,2013,0,0,1,1,0,0,0,0,0,0,0,1,1,0
7598,13.000892246344822,6,2013,3,0,1,1,0,0,0,0,0,0,0,1,1,0
14686,5.705557048541827,4,2010,4,0,1,0,0,1,0,0,0,0,0,1,1,0
12423,5.7584087743625325,14,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
7625,3.214360027523665,16,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
6640,7.013146248379791,17,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
443,13.30734282508433,13,2011,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7790,4.291377379701164,3,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1487,6.003695916834724,9,2015,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1830,3.9469840135210292,20,2013,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4389,9.074979941500459,4,2009,5,0,1,0,0,0,0,0,0,0,0,0,1,0
3073,3.292135563807071,19,2011,2,1,0,0,0,1,0,0,0,0,0,1,1,0
9135,4.150039529913086,3,2015,3,0,1,0,0,0,0,0,0,0,0,0,1,0
738,1.9361169362339081,1,2010,1,0,1,1,0,0,0,0,0,0,0,1,1,0
14748,0.9023077346234706,7,2015,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3492,5.555129806552973,13,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8117,10.25879880836138,23,2013,5,0,1,1,0,0,0,0,0,0,0,1,1,0
6945,6.387703487560036,11,2009,3,0,0,0,0,1,0,0,0,0,0,1,1,0
6207,7.055871540896272,16,2013,4,1,0,0,0,1,0,0,0,0,0,1,1,0
12175,5.4545064077633585,21,2014,5,0,1,0,0,1,0,0,0,0,0,1,1,0
10854,3.4325904716589055,3,2015,5,0,1,0,0,0,0,0,0,0,0,0,1,0
850,4.82107064630038,13,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5378,11.06952554371197,22,2011,6,0,1,1,0,0,0,0,0,0,0,1,1,0
4949,2.786886528733538,11,2012,6,0,0,0,0,0,0,0,0,0,0,0,1,0
12433,14.61074924241172,13,2014,5,0,0,1,0,0,0,0,0,0,0,1,1,0
11423,1.4101456845879567,6,2014,4,0,1,0,0,1,0,0,0,0,0,1,1,0
5922,12.653322199949871,16,2012,3,1,0,1,0,0,0,0,0,0,0,1,1,0
8239,8.839748547351245,22,2010,4,0,1,0,0,0,0,0,0,0,0,0,1,0
4732,4.603954423059531,22,2011,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8712,5.86518055902765,23,2010,5,0,1,0,0,1,0,0,0,0,0,1,1,0
3017,9.217430684706986,12,2011,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13987,6.011745685497198,14,2010,0,0,0,0,0,1,0,0,0,0,0,1,1,0
313,6.858696044345403,1,2011,3,0,1,0,0,0,0,0,0,0,0,0,1,0
9739,6.537096692766377,23,2015,3,0,1,0,0,1,0,0,0,0,0,1,1,0
11280,11.565246550949944,20,2009,1,1,1,1,0,0,0,0,0,0,0,1,1,0
5474,2.087939210362908,9,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2639,10.799554575732106,9,2013,3,0,0,0,1,0,0,0,0,0,0,1,0,0
5909,12.908763289980453,14,2010,0,0,0,1,0,0,0,0,0,0,0,1,1,0
13055,5.954128459655788,4,2011,4,0,1,0,0,1,0,0,0,0,0,1,1,0
11769,11.25455119271988,12,2013,5,0,0,1,0,0,0,0,0,0,0,1,1,0
8812,3.907182046683389,13,2009,6,0,0,0,0,0,0,0,0,0,0,0,1,0
10369,2.471731907193285,7,2014,6,0,0,0,0,1,0,0,0,0,0,1,1,0
14602,6.444909494394409,12,2015,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11765,12.994603792626037,19,2013,3,1,0,1,0,0,0,0,0,0,0,1,1,0
13457,13.47225496263211,12,2015,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6476,7.285866088680824,18,2009,2,1,0,0,0,1,0,0,0,0,0,1,1,0
5236,5.114862744791172,12,2010,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4260,12.174696031167262,18,2013,1,1,0,1,0,0,0,0,0,0,0,1,1,0
2417,13.33059305909586,13,2012,1,0,0,1,0,0,0,0,0,0,0,1,1,0
